input,elevation
"45.088669,-118.882506",1312
"45.897431,-119.366071",162
"45.192423,-117.634155",2021
"44.455344,-118.222230",1224
"45.655669,-117.511704",977
"45.802308,-118.272410",881
"43.621445,-117.107275",849
"44.246805,-117.646977",1289
"43.886179,-118.522929",1230
"44.573820,-117.459512",786
"43.537039,-117.774678",1354
"44.419501,-117.345514",1203
"44.312378,-117.927886",1181
"44.246692,-117.418958",1020
"42.749076,-117.511459",1273
"43.736482,-118.041388",1098
"43.613589,-117.323286",975
"44.113619,-117.084162",811
"44.037114,-117.351072",818
"44.072181,-117.854282",1167
"47.310617,-122.263291",141
"47.308286,-122.216812",23
"47.304801,-122.316969",110
"47.618337,-122.205341",56
"47.614533,-122.168798",65
"47.557627,-122.151005",223
"47.613825,-122.144365",92
"47.605797,-122.099118",5
"47.311990,-122.000503",233
"47.753344,-122.201952",65
"47.841376,-122.198939",119
"47.662086,-121.891870",129
"47.734333,-121.855307",252
"47.802344,-122.374193",52
"47.792530,-122.208207",34
"47.216372,-121.912906",378
"47.311491,-122.362810",102
"47.573424,-121.899182",26
"47.840735,-122.332660",98
"47.493732,-121.998724",482
"47.755665,-122.248061",4
"47.557085,-122.007748",106
"47.367214,-122.198051",120
"47.405479,-122.195772",135
"47.391942,-122.257192",10
"47.675982,-122.193578",46
"47.715769,-122.213748",32
"47.809708,-122.280394",109
"47.839223,-122.285464",168
"47.419378,-121.958008",204
"47.631695,-122.240405",47
"47.567779,-122.232795",20
"47.367737,-122.117029",134
"47.791111,-122.307790",151
"47.388327,-121.606221",974
"47.261769,-122.248889",24
"47.545269,-121.939288",329
"47.346210,-121.881291",512
"47.680990,-122.120531",42
"47.669256,-122.008454",184
"47.446982,-122.201521",104
"47.512527,-122.190248",86
"47.472020,-122.221900",9
"47.442737,-122.123973",165
"47.499429,-122.110157",97
"47.584223,-121.791951",222
"47.431696,-121.374163",1546
"47.407196,-122.473322",67
"47.760785,-122.130531",153
"47.622542,-122.044210",190
"47.586092,-122.037436",128
"47.752379,-122.060283",96
"47.860085,-122.267238",126
"47.287074,-122.113839",156
"47.610902,-122.336422",55
"47.637140,-122.321891",77
"47.678255,-122.338152",45
"47.601884,-122.329459",30
"47.659861,-122.284977",10
"47.544034,-122.349874",89
"47.667527,-122.377551",22
"47.534862,-122.305794",6
"47.631863,-122.344267",52
"47.646967,-122.534561",50
"47.632810,-122.288511",48
"47.685746,-122.281589",102
"47.574245,-122.400222",73
"47.687761,-122.384870",88
"47.540246,-122.268545",50
"47.638679,-122.370946",87
"47.615192,-122.350581",30
"47.611046,-122.293207",93
"47.716513,-122.295829",58
"47.555647,-122.379590",104
"47.740485,-122.342826",130
"47.578096,-122.337860",3
"47.536464,-122.394409",57
"47.585627,-122.291960",71
"47.500058,-122.357848",118
"47.444098,-122.324859",88
"47.606211,-122.333792",43
"47.754413,-122.300477",117
"47.449678,-122.307657",122
"47.605962,-122.332029",59
"47.451576,-122.352986",112
"47.489569,-122.299960",107
"47.604569,-122.335359",42
"47.742239,-122.376608",52
"47.499387,-122.243852",95
"47.446413,-122.272098",103
"47.649339,-122.310294",14
"47.391319,-122.314971",51
"47.651371,-122.407349",99
"48.006311,-122.210044",39
"47.945519,-122.231096",131
"47.901362,-122.260891",163
"47.988595,-122.150148",-2
"47.987720,-122.223307",4
"47.901777,-122.186999",116
"48.684945,-122.195194",96
"48.505025,-122.659285",60
"48.570667,-122.817463",162
"48.217120,-121.953540",240
"47.595859,-121.471411",1154
"48.750940,-122.501286",0
"48.798606,-122.445693",66
"48.696127,-122.413538",210
"48.953455,-122.705013",13
"48.570552,-122.411065",2
"48.500911,-122.345655",7
"48.462505,-122.233980",15
"47.948393,-122.412822",113
"48.556708,-121.592386",1028
"48.335389,-122.344620",3
"48.196498,-122.657954",57
"48.948225,-122.620684",20
"48.203972,-121.140144",1236
"48.608978,-123.003654",0
"48.831811,-121.933829",1275
"48.619663,-122.871770",0
"48.911829,-122.330175",26
"48.864419,-122.619419",99
"48.014236,-122.542794",13
"48.571293,-123.113449",157
"47.911529,-121.606417",1121
"48.072560,-121.689606",388
"48.092397,-122.576537",108
"48.522118,-121.989403",28
"47.821484,-121.406516",1202
"48.406025,-122.512147",86
"48.044170,-122.077404",118
"48.036309,-122.452564",66
"48.482492,-122.883959",164
"48.675104,-122.645925",425
"48.523789,-122.065596",37
"48.950253,-122.459792",30
"48.963594,-122.123034",371
"48.438734,-121.296339",1629
"48.056723,-122.146904",19
"48.089968,-122.237681",126
"47.848583,-121.894899",34
"48.402754,-122.376148",4
"48.348771,-122.145467",398
"47.916786,-122.302643",128
"48.926701,-122.326183",26
"48.316859,-122.622619",23
"48.339706,-122.671656",11
"48.636509,-122.818264",234
"48.608033,-122.910155",179
"48.991930,-123.051184",80
"48.213258,-122.500085",172
"48.802055,-121.260324",775
"48.546832,-122.135222",253
"48.568814,-122.957539",69
"47.661553,-121.278786",742
"47.955367,-121.978502",173
"48.216792,-122.314390",4
"47.874166,-121.754323",40
"48.984027,-122.193118",71
"47.840783,-122.101084",101
"48.702062,-123.026507",46
"47.157405,-122.693536",79
"46.884601,-121.736645",2380
"48.062891,-124.439072",167
"47.591896,-122.626241",77
"47.631197,-122.631017",55
"47.573702,-122.786447",301
"47.556287,-122.637118",1
"47.724550,-122.716011",107
"47.718543,-122.966923",71
"47.152606,-122.071738",210
"47.043116,-121.827633",1552
"47.966641,-122.759706",131
"48.179735,-124.411660",484
"47.103909,-122.665131",66
"46.865890,-122.157916",574
"47.360807,-122.744173",68
"46.775910,-122.169011",599
"47.777349,-124.191674",141
"47.372495,-122.595828",95
"47.257686,-122.646552",81
"47.296947,-122.623661",67
"46.597949,-122.077799",1181
"47.568714,-122.631558",10
"47.034316,-122.276854",251
"48.024005,-122.749033",37
"47.910095,-122.571060",70
"47.755262,-122.511482",130
"47.698622,-122.623850",4
"47.820849,-122.525462",77
"47.273147,-122.764515",22
"47.906402,-124.621813",52
"47.199661,-122.774258",61
"47.538640,-122.492613",77
"47.251994,-122.317289",53
"46.703839,-122.039922",988
"46.561214,-122.290425",287
"48.333855,-124.635404",137
"48.063796,-122.713163",0
"47.431079,-122.574916",36
"47.051415,-122.153242",417
"46.538448,-121.504819",2123
"47.930621,-123.365101",1635
"48.003791,-123.823238",726
"47.847110,-122.588364",24
"47.884858,-122.701425",61
"47.541253,-122.577029",85
"47.461156,-122.698000",148
"48.034402,-122.838953",0
"47.753859,-122.626792",80
"47.199448,-122.323541",9
"47.205607,-122.266088",18
"47.148479,-122.324136",136
"47.129080,-122.263923",166
"47.103181,-122.333406",145
"47.846837,-122.852262",189
"46.525584,-121.916504",274
"47.578608,-122.902886",147
"48.273676,-124.474857",147
"48.023189,-123.106245",738
"47.661688,-122.715469",113
"47.136201,-122.089555",151
"47.060925,-122.388908",142
"47.209740,-122.684422",51
"47.209523,-122.227504",21
"47.177102,-122.166177",149
"47.732280,-122.562318",72
"47.310560,-122.778480",56
"47.094772,-122.001717",492
"47.250158,-122.439030",40
"47.265966,-122.458532",81
"47.208981,-122.411638",102
"47.245647,-122.472399",116
"47.264107,-122.512591",113
"47.290365,-122.517747",78
"47.197399,-122.446518",112
"47.210957,-122.481577",86
"47.262521,-122.481199",109
"47.223229,-122.446523",108
"47.260637,-122.400209",1
"47.290368,-122.392395",100
"47.235341,-122.354192",4
"47.117835,-122.567171",82
"47.112811,-122.589062",92
"47.131631,-122.496967",99
"47.132584,-122.512721",92
"47.205004,-122.372661",105
"47.153041,-122.448831",99
"47.139967,-122.409902",110
"47.130032,-122.379451",130
"47.144096,-122.443441",91
"47.251761,-122.536065",105
"47.224432,-122.541082",111
"47.203279,-122.567719",76
"47.159194,-122.553122",94
"47.168693,-122.503347",81
"46.974504,-122.875987",64
"47.087390,-123.022009",65
"47.022032,-122.797103",46
"47.108292,-122.870623",58
"46.975003,-123.063616",276
"46.977030,-122.733942",71
"47.109685,-122.794261",59
"47.205638,-123.754329",71
"47.355338,-122.861105",76
"47.454192,-123.990751",142
"46.585525,-123.924687",26
"47.445724,-122.896929",125
"46.791231,-122.821194",133
"46.730437,-122.902774",142
"46.626290,-123.052671",58
"46.661160,-122.395587",828
"47.106431,-124.137951",45
"47.194976,-124.104372",87
"46.832400,-123.597466",50
"46.482768,-123.146135",356
"47.060731,-123.389742",103
"46.525203,-122.790632",113
"46.738971,-123.026988",44
"47.319431,-122.924974",47
"46.783816,-124.036386",114
"47.382952,-123.411582",643
"47.093788,-123.925662",91
"47.315176,-123.924198",131
"47.533400,-123.063352",137
"47.044210,-123.268321",86
"46.933941,-122.557218",97
"46.958822,-123.327364",21
"47.309541,-123.422799",695
"47.237896,-124.203548",15
"47.193599,-123.615371",91
"46.449477,-122.419650",551
"46.578315,-122.901965",144
"46.855347,-123.313856",33
"46.993744,-124.136704",0
"46.630713,-122.650947",348
"47.194635,-124.170850",46
"46.546338,-123.314084",287
"47.415917,-123.802838",647
"46.837153,-122.638359",138
"46.641849,-123.610389",102
"46.788202,-123.125481",124
"46.998953,-122.521882",130
"46.357874,-123.067314",315
"46.523681,-122.625742",167
"47.000882,-123.486663",13
"47.238866,-123.145661",80
"46.550722,-122.477076",169
"46.551443,-123.830811",146
"47.308594,-124.202012",117
"47.455575,-123.024771",150
"46.833445,-122.795318",199
"46.707873,-123.998528",0
"46.442319,-122.747383",91
"47.325941,-123.070409",117
"46.402675,-123.010116",167
"46.888036,-124.113375",8
"46.492258,-122.952675",126
"46.844426,-122.492804",176
"45.943435,-122.362522",249
"45.867106,-121.265491",696
"46.055519,-122.414757",893
"45.805747,-122.510777",154
"45.776884,-121.665502",565
"45.729741,-122.456373",161
"45.642413,-122.379611",206
"45.865890,-122.065218",892
"46.305133,-122.900688",106
"46.215680,-123.325266",161
"45.736724,-120.965657",482
"46.296990,-123.909315",194
"46.253943,-122.180716",1103
"45.643032,-121.167493",98
"45.975881,-121.274747",566
"45.874447,-120.775830",681
"46.379369,-123.538048",117
"46.351433,-123.992452",12
"46.037251,-122.733384",253
"46.172049,-122.773959",106
"45.887853,-121.081948",598
"45.877319,-122.619409",181
"46.404766,-124.031543",7
"46.209509,-123.056153",215
"45.750031,-121.185577",551
"46.394046,-123.761307",274
"45.669909,-121.989665",423
"46.582723,-124.027257",11
"46.546416,-124.029936",14
"45.807695,-122.693908",83
"46.295018,-123.617602",103
"46.329607,-124.056969",15
"46.331865,-122.760081",248
"46.315246,-123.401355",200
"45.706172,-121.956388",483
"46.314143,-122.534600",450
"45.947869,-121.540782",998
"45.739924,-121.583462",682
"45.678996,-122.720499",0
"45.640067,-122.625018",53
"45.688497,-122.577850",66
"45.657396,-122.662726",22
"45.619510,-122.577179",93
"45.679501,-122.660560",68
"45.858976,-121.140927",633
"45.614420,-122.238447",149
"45.839047,-121.451833",500
"45.656199,-121.028435",45
"45.951267,-122.665541",160
"45.828452,-122.342925",321
"45.673209,-122.481745",83
"45.603287,-122.510170",82
"45.630556,-122.514839",96
"45.715211,-122.693165",0
"45.723392,-122.624397",69
"47.423594,-120.336633",248
"47.486090,-120.180328",958
"47.713843,-120.376298",831
"48.152370,-119.743479",417
"48.040679,-119.560504",289
"48.206897,-120.158256",889
"47.460575,-120.478283",682
"48.002900,-120.339790",968
"47.792389,-119.993594",246
"48.615477,-119.821054",1292
"47.549717,-120.558613",327
"47.979570,-120.623828",1501
"47.308654,-119.649345",694
"47.077793,-119.858684",372
"47.783145,-120.843168",668
"48.868662,-119.770722",1106
"47.310078,-120.178258",667
"48.302708,-119.811015",689
"47.895366,-119.523246",670
"47.959740,-120.103201",889
"47.371630,-119.024249",523
"48.772938,-120.640178",1595
"48.120299,-120.066506",699
"47.471923,-120.438475",505
"47.149902,-119.305972",353
"48.315129,-119.579942",632
"48.359648,-119.268574",746
"47.756786,-120.057948",442
"48.927280,-119.227952",1143
"47.431921,-119.937536",713
"48.014734,-119.971145",1342
"47.419699,-120.643158",1158
"47.168643,-119.842939",377
"48.540990,-119.409523",812
"47.309924,-120.075983",258
"47.413886,-119.432230",445
"48.250790,-120.529503",1307
"47.459898,-119.263784",490
"48.674509,-119.253009",803
"48.343268,-120.263948",938
"46.982733,-119.057609",364
"47.649353,-119.901464",773
"48.797895,-118.956432",1231
"47.461956,-119.200475",500
"48.602734,-120.320530",1515
"46.722625,-120.406039",669
"46.596673,-120.533851",359
"46.543655,-121.023317",1252
"46.615206,-120.724113",616
"46.431110,-120.318830",241
"47.267033,-120.878981",690
"46.666324,-120.717630",538
"47.257288,-121.270878",704
"47.014195,-120.458691",529
"46.881702,-121.285147",1107
"46.269100,-119.891977",258
"46.332713,-120.156231",233
"46.402225,-120.631233",253
"46.981791,-120.414927",501
"46.132575,-120.086236",480
"46.538212,-120.143700",645
"46.792772,-121.226151",1794
"46.388203,-120.094179",315
"46.496847,-120.465789",279
"47.476588,-121.080477",1487
"47.223214,-120.982011",776
"46.801335,-120.664810",608
"47.183930,-120.965394",593
"46.497628,-119.626676",174
"47.080290,-120.724620",554
"46.687471,-120.801581",733
"46.297854,-120.312566",456
"46.896466,-119.988074",179
"46.456028,-120.513604",266
"46.356211,-120.763066",330
"46.442291,-120.226815",364
"47.636490,-117.586305",726
"47.920209,-117.292679",650
"47.420062,-117.631165",706
"47.844261,-117.366196",529
"47.984122,-117.502192",665
"47.503335,-117.933438",745
"48.026086,-117.252446",642
"47.618832,-117.648158",740
"47.382042,-117.192777",790
"47.893717,-117.830817",545
"47.597285,-117.121042",728
"47.184129,-117.886758",641
"47.289792,-117.154853",792
"47.643175,-117.075620",623
"47.562601,-117.496601",655
"47.848267,-117.189612",758
"47.599780,-117.708985",728
"47.561082,-117.171788",789
"47.793859,-117.075344",806
"47.811345,-117.626540",481
"47.710128,-117.127560",638
"47.693841,-117.831006",772
"47.484075,-117.110203",796
"47.423494,-117.362419",757
"47.327315,-118.033609",692
"47.232328,-117.099265",764
"47.872252,-117.751006",787
"47.525291,-117.275917",721
"47.635784,-117.197605",618
"47.344652,-117.265585",783
"47.898470,-118.003679",855
"48.320308,-117.920660",1008
"46.792025,-117.250253",684
"47.756005,-118.927608",650
"46.868175,-118.074226",465
"48.292946,-117.698546",556
"48.012086,-117.576352",726
"46.837729,-117.420749",687
"46.593490,-117.189782",759
"48.655198,-117.735834",1134
"47.646834,-119.416689",735
"48.030941,-118.927459",558
"47.722069,-118.532002",733
"48.896541,-118.638565",782
"48.509215,-117.314900",917
"48.936213,-118.469224",1463
"47.687849,-118.208232",744
"47.845781,-119.144468",486
"47.999935,-118.952851",320
"46.931040,-117.765154",540
"48.730100,-117.971921",628
"47.097950,-117.081344",823
"48.015253,-118.192667",807
"46.997309,-117.184125",759
"48.277409,-118.131392",477
"48.020659,-119.054066",608
"47.398104,-118.277666",658
"47.664805,-119.099296",554
"46.674643,-117.955526",354
"48.147832,-118.115213",922
"48.205843,-118.395823",1026
"48.752947,-117.407626",618
"48.111429,-118.646173",814
"48.736990,-118.138691",448
"46.765536,-117.848245",519
"47.377749,-118.504290",607
"48.957548,-118.297520",1466
"47.873716,-118.509373",384
"48.100470,-117.597004",791
"47.217126,-117.463958",677
"48.804513,-118.556841",1057
"48.664470,-118.063636",423
"48.844579,-117.396802",737
"48.910804,-117.165813",1864
"47.389734,-118.365925",590
"48.249063,-118.965682",582
"48.185851,-117.196814",903
"48.820843,-117.933374",388
"47.130275,-117.247421",759
"47.326840,-118.765870",500
"48.838710,-118.306323",1006
"46.903644,-117.148073",844
"46.730331,-117.218027",776
"46.730917,-117.152568",783
"48.575363,-118.664374",1279
"48.419231,-118.120985",816
"47.105898,-118.340218",565
"47.235823,-117.393720",738
"47.098248,-117.653890",620
"48.036972,-117.863003",651
"47.010562,-117.358687",707
"47.080905,-117.423890",721
"46.494979,-117.125923",866
"48.292667,-117.342169",754
"48.147785,-117.786618",681
"47.749432,-118.717317",679
"47.662360,-117.437255",566
"47.657497,-117.378970",580
"47.628641,-117.402997",707
"47.645706,-117.427263",630
"47.696825,-117.444879",609
"47.629296,-117.254657",623
"47.688750,-117.387464",614
"47.788172,-117.480897",611
"47.664705,-117.310362",594
"47.686363,-117.216681",609
"47.740709,-117.261376",714
"47.758924,-117.409388",542
"47.589407,-117.344623",733
"47.652410,-117.526046",694
"46.379233,-118.953781",166
"46.265888,-119.487243",156
"46.878598,-119.909356",330
"45.943983,-120.180774",740
"46.190771,-118.872845",215
"46.042579,-118.386845",238
"46.650082,-118.853349",266
"46.263368,-117.865424",819
"46.156353,-118.145294",615
"46.489767,-119.043221",246
"46.685782,-118.172717",385
"46.647174,-118.439679",406
"46.214050,-119.175728",152
"46.073223,-119.090740",507
"46.147859,-119.273473",368
"46.912889,-118.653031",532
"46.593609,-119.180088",181
"46.820069,-119.178054",311
"45.941953,-119.690097",114
"45.997560,-119.298739",230
"46.427734,-117.565388",859
"46.382239,-118.470882",385
"46.731191,-119.700579",213
"46.183349,-119.696208",383
"46.252840,-119.287852",120
"46.313808,-119.387768",141
"46.331677,-119.299782",109
"45.823750,-120.319723",739
"46.891310,-119.661625",342
"46.548514,-118.094765",364
"46.090217,-118.663029",147
"46.236551,-118.143839",492
"46.101083,-118.313609",321
"46.060441,-118.883545",106
"46.800013,-118.311494",485
"46.087207,-117.249856",1069
"46.190773,-117.127417",972
"46.362367,-117.282597",625
"51.829438,-176.629994",3
"52.213091,-174.215643",102
"56.237395,-158.751683",343
"56.964177,-158.580635",19
"57.904108,-153.042685",216
"54.117318,-165.830835",271
"59.260320,-158.654678",48
"59.899955,-151.570388",204
"56.304665,-158.396180",0
"56.304582,-158.498119",428
"58.805147,-158.529967",36
"55.215790,-162.775829",35
"58.202719,-157.408565",0
"59.365538,-157.491032",38
"54.890097,-163.410644",161
"59.127491,-161.568774",74
"56.582331,-169.635254",96
